"Rank","Player","Age","Elo","Hard","Clay","Grass","Peak Match","Peak Age","Peak Elo"
78,"Mackenzie Mcdonald",24.1,1722.3,1678.7,"1294.4","1599.6","2019 Miami Masters R64",23.9,1771.5
79,"Ryan Harrison",26.9,1720.8,1657.8,"1503.7","1349.7","2017 Indian Wells Masters R128",24.8,1825.4
80,"Steve Johnson",29.5,1719.8,1619.3,"1661.0","1644.6","2017 Geneva QF",27.4,1930.8
81,"Joao Sousa",30.2,1719.3,1644.1,"1605.2","1506.0","2016 Australian Open R32",26.8,1844.7
82,"Marcos Baghdatis",33.9,1719.2,1655.3,"1469.7","1581.3","2008 Marseille SF",22.7,1993.5
83,"Robin Haase",32.2,1718.5,1645.8,"1605.7","1530.6","2011 Winston-Salem SF",24.4,1857.3
84,"Alejandro Davidovich Fokina",20,1717.6,1463.9,"1624.2","1499.7","2019 Estoril SF",19.9,1777.7
85,"Steve Darcis",35.2,1717.1,1668.5,"1638.3","1508.5","2017 Roland Garros R128",33.2,1849.1
86,"Lorenzo Sonego",24.1,1714.7,1548.7,"1671.2","1322.6","2019 Munich R32",24,1774.5
87,"Bernard Tomic",26.7,1711.5,1679,"1523.5","1605.6","2016 Australian Open R16",23.2,1944.4
88,"Ivo Karlovic",40.3,1710.6,1654.9,"1566.8","1621.6","2007 Paris Masters R32",28.7,1959.7
89,"Juan Ignacio Londero",25.8,1710,1270.3,"1671.0","1300.3","2019 Roland Garros R16",25.8,1711.9
90,"Nicolas Mahut",37.4,1704.1,1589,"1542.9","1633.1","2016 Metz QF",34.7,1824.6
91,"Tommy Paul",22.1,1703.6,1615.4,"1590.2","1426.3","2019 Tallahassee CH F",21.9,1747.2
92,"Kamil Majchrzak",23.4,1699.9,1652,"1518.0","1498.8","2019 Rome CH QF",23.3,1752.2
93,"Albert Ramos",31.4,1697.7,1575.3,"1666.0","1423.3","2017 Barcelona QF",29.3,1869.8
94,"Denis Kudla",26.8,1693.4,1574,"1524.8","1622.0","2015 Washington R64",23,1772.6
95,"Peter Gojowczyk",29.9,1693.2,1649.1,"1516.5","1431.2","2018 Delray Beach F",28.6,1809.4
96,"Jaume Munar",22.1,1683.1,1475.9,"1710.8","1347.7","2018 Wimbledon Qual",21.2,1782.8
97,"Miomir Kecmanovic",19.8,1680.5,1620.7,"1521.7","1373.4","2018 Brisbane R16",19.3,1747.3
98,"Dudi Sela",34.2,1679.2,1596,"1309.2","1683.1","2009 Miami Masters R128",24,1817.3
99,"Maximilian Marterer",23.9,1675.7,1625.9,"1615.2","1330.2","2018 Stuttgart R16",23,1794.2
100,"Alexander Bublik",22,1674.8,1668.9,"1292.6","1404.6","2019 San Luis Potosi CH R16",21.8,1753.4
101,"Ernests Gulbis",30.8,1671.3,1592.8,"1600.0","1576.2","2014 Roland Garros SF",25.7,2047.9
102,"Dennis Novak",25.8,1670.3,1556.3,"1531.4","1643.0","2018 Ortisei CH SF",25.1,1701.5
103,"Matthew Ebden",31.6,1670.2,1583,"1328.1","1604.7","2018 Shanghai Masters QF",30.9,1769.9
104,"Ugo Humbert",21,1669.1,1699.8,"1204.4","1433.1","2019 Marseille SF",20.6,1852.7
105,"Antonie Hoang",23.6,1668.3,1564.6,"1472.4","1552.8","2019 Montpellier R16",23.3,1740.8
106,"Cameron Norrie",23.8,1666.5,1645.1,"1484.1","1319.6","2017 Las Vegas CH R16",22.2,1779.5
107,"Stefano Travaglia",27.5,1666.2,1576.3,"1595.3","1465.3","2019 Shymkent CH F",27.5,1691.2
108,"Viktor Troicki",33.3,1664.7,1545.7,"1629.7","1597.6","2011 Monte Carlo Masters QF",25.2,1990
109,"Hugo Dellien",26,1661.1,1172.5,"1608.3","1420.1","2018 Shymkent CH SF",25,1699.2
110,"Mikael Ymer",20.8,1659.4,1518.2,"1634.1","1436.9","2019 Koblenz CH QF",20.3,1703.8
111,"Corentin Moutet",20.2,1659.4,1527.3,"1613.8","-","2017 Eckental CH QF",18.5,1708
112,"Marius Copil",28.7,1658.8,1599.5,"1480.9","1583.3","2018 Basel F",28,1754.5
113,"Mischa Zverev",31.8,1657.8,1581.2,"1547.1","1569.8","2017 Australian Open QF",29.4,1860.3
114,"Soon Woo Kwon",21.5,1656.4,1605.5,"1261.0","1450.7","2019 Gwangju CH SF",21.4,1694.1
115,"Jannik Sinner",17.8,1653.7,1549.8,"1522.4","1421.4","2019 Lyon R32",17.8,1709.9
116,"Ilya Ivashka",25.1,1653.4,1572.7,"1536.7","1377.5","2019 Canberra CH F",24.9,1742.6
117,"Denis Istomin",32.8,1650.8,1626.6,"1538.7","1510.4","2012 Indian Wells Masters R16",25.5,1849
118,"Henri Laaksonen",27.2,1646.6,1470.4,"1591.8","1287.6","2017 Knoxville CH SF",25.6,1692.2
119,"Andrej Martin",29.7,1646.3,1303.9,"1629.2","1152.4","2014 US Open Qual",24.9,1665.4
120,"Marcel Granollers",33.2,1642.4,1539.7,"1563.9","1574.8","2012 Sydney R32",25.7,1892.9
121,"Michael Mmoh",21.4,1641.8,1582.8,"1398.3","1442.9","2017 San Francisco CH SF",19.1,1727.6
122,"Jiri Vesely",25.9,1633.6,1497.1,"1610.4","1595.7","2014 Wimbledon R32",21,1892
123,"Yannick Maden",29.6,1633.4,1622.9,"1528.1","1496.7","2019 Munich R32",29.5,1719.2
124,"Taro Daniel",26.4,1633,1533.7,"1585.8","1329.2","2015 Prague CH QF",22.4,1745.6
125,"Matthias Bachinger",32.2,1631.5,1572.3,"1434.0","1514.5","2011 Granby CH F",24.3,1703.4
126,"Malek Jaziri",35.4,1630.6,1583.1,"1549.1","1341.4","2017 Miami Masters R32",33.2,1792.2
127,"Gregoire Barrere",25.3,1628.9,1613.9,"1480.0","1495.8","2019 St. Brieuc CH QF",25.1,1704.9
128,"Evgeny Donskoy",29.1,1628.9,1511.3,"1490.4","1495.9","2015 Pune CH F",25.5,1717.7
129,"Salvatore Caruso",26.5,1627.1,1510.1,"1594.9","1400.8","2019 S-Hertogenbosch R32",26.5,1650.9
130,"Tennys Sandgren",27.8,1626.7,1578.3,"1508.8","1335.1","2019 Australian Open R128",27.5,1700.5
131,"Tommy Robredo",37.1,1625.6,1569.7,"1605.6","1519.7","2009 Roland Garros QF",27.1,1985.2
132,"Lloyd George Muirhead Harris",22.3,1625.4,1607.9,"1442.1","1283.5","2018 Fairfield CH QF",21.6,1745.9
133,"Mikael Torpegaard",25.1,1625.3,1611.4,"1379.5","-","2016 Las Vegas CH QF",22.4,1765.3
134,"Simone Bolelli",33.6,1624.2,1531.7,"1619.7","1591.2","2008 Roland Garros R32",22.6,1880.4
135,"Lorenzo Giustino",27.8,1623.9,1420.2,"1575.0","1343.6","2019 Blois CH SF",27.8,1639.1
136,"Gianluca Mager",24.5,1622.1,1457,"1569.1","1351.1","2019 Poznan CH QF",24.5,1659.5
137,"Federico Coria",27.3,1618.1,1214.9,"1580.3","-","2019 Shymkent CH SF",27.3,1652.9
138,"Pedro Sousa",31.1,1616.5,1164,"1597.6","1346.7","2017 Rome CH R16",29.3,1715.2
139,"Dominik Koepfer",25.1,1615.9,1464.5,"1281.6","1648.0","2018 Cary CH QF",24.4,1614.9
140,"Alessandro Giannessi",29,1615.5,1416.3,"1579.6","1385.5","2011 Napoli2 CH F",21.3,1728
141,"Dustin Brown",34.5,1608.5,1438.3,"1595.7","1581.2","2017 Delray Beach R32",32.2,1777.9
142,"Guido Andreozzi",27.8,1608.3,1546.3,"1537.7","1248.9","2018 Poznan CH R32",26.8,1729.6
143,"Lukas Rosol",33.9,1606.6,1493.5,"1568.5","1502.6","2014 US Open R128",29.1,1880.3
144,"Yannick Hanfmann",27.5,1606.5,1273.6,"1615.6","1378.7","2017 Gstaad F",25.7,1728.8
145,"Donald Young",29.9,1605.8,1555.6,"1447.1","1431.6","2017 Miami Masters R16",27.7,1835.7
146,"Thomas Fabbiano",30.1,1605,1559.2,"1431.7","1493.1","2017 Nottingham CH F",28.1,1705.3
147,"Prajnesh Gunneswaran",29.6,1603.6,1550.4,"1484.0","1290.9","2019 Anning CH F",29.4,1679.8
148,"Guillermo Garcia Lopez",36,1603.5,1557.9,"1569.0","1425.3","2010 Shanghai Masters QF",27.4,1877.8
149,"Elias Ymer",23.2,1602.6,1567.2,"1537.8","1381.3","2015 Ilkley CH R32",19.2,1729.8
150,"Joao Domingues",25.6,1599.1,1207.2,"1556.1","-","2019 Lisboa CH R32",25.6,1639.7
151,"Santiago Giraldo",31.5,1597.3,1500.7,"1559.9","1423.1","2012 Roland Garros R32",24.5,1856
152,"Rogerio Dutra Silva",35.3,1591.2,1581,"1523.1","1197.0","2017 Roland Garros R64",33.3,1684.4
153,"Alexei Popyrin",19.9,1589.2,1560.1,"1397.5","1404.2","2018 Basel R16",19.2,1701.9
154,"Federico Gaio",27.3,1587.4,1360,"1553.4","1325.4","2019 Parma CH F",27.3,1600.5
155,"Egor Gerasimov",26.6,1586.8,1598.3,"1411.4","1289.9","2017 Samarkand CH QF",24.5,1765.4
156,"Alex Bolt",26.4,1586.7,1537.8,"1298.9","1509.0","2019 Anning CH QF",26.3,1654.9
157,"Norbert Gombos",28.8,1586.2,1484.8,"1510.8","1399.0","2014 Kosice CH F",23.8,1678.7
158,"Lukas Lacko",31.6,1583.8,1465,"1295.3","1546.5","2012 Dallas2 CH QF",24.4,1792.8
159,"Benjamin Hassan",24.4,1581.8,1419.3,"1492.2","-","2019 Prostejov CH QF",24.3,1629.3
160,"Facundo Bagnis",29.2,1581.3,1352.3,"1553.2","1214.9","2016 Marrakech QF",26.1,1711.6
161,"James Duckworth",27.4,1581.1,1552.1,"1395.9","1429.2","2017 Australian Open R128",25,1707.4
162,"Yasutaka Uchiyama",26.8,1580.2,1524.1,"1218.6","1308.9","2017 Yokohama CH R32",24.6,1631.1
163,"Marco Trungelliti",29.3,1579.4,1336.1,"1609.2","1279.8","2018 Tampere CH QF",28.5,1671.6
164,"Mathias Bourgue",25.4,1578.2,1521.7,"1428.1","1392.3","2017 Blois CH SF",23.4,1645.3
165,"Jozef Kovalik",26.6,1578.2,1434.8,"1545.6","1348.7","2018 Hamburg SF",25.7,1707.8
166,"Sumit Nagal",21.8,1577.8,1278.9,"1557.6","1328.2","2019 Bratislava CH SF",21.8,1600.7
167,"Bradley Klahn",28.8,1577,1582.2,"1305.1","1340.3","2014 Delray Beach R32",23.5,1763.1
168,"Go Soeda",34.8,1576.6,1440.6,"1273.7","1557.5","2012 Rome Masters Qual",27.7,1707.1
169,"Jason Jung",30,1575.6,1542,"1365.8","1429.2","2018 Zhuhai CH SF",28.7,1659.5
170,"Quentin Halys",22.6,1575,1475.4,"1522.5","1435.5","2016 Ilkley CH QF",19.6,1680.9
171,"Bjorn Fratangelo",25.9,1570.8,1585.7,"1515.4","1454.7","2016 Surbiton CH SF",22.9,1735.7
172,"Carlos Taberner",21.7,1570,1318.9,"1613.4","-","2017 Rome CH SF",20.1,1691.4
173,"Rudolf Molleker",18.6,1568.9,1144.8,"1562.3","1404.3","2018 Stuttgart R16",17.6,1707.8
174,"Paolo Lorenzi",37.5,1567.5,1512.9,"1546.4","1271.9","2017 Quito F",35.2,1784.8
175,"Sergiy Stakhovsky",33.4,1566.5,1456.6,"1417.0","1598.5","2010 Kuala Lumpur R16",24.7,1844.2
176,"Attila Balazs",30.7,1565.9,1313.3,"1497.1","1374.7","2012 Estoril R32",23.6,1619.3
177,"Ruben Bemelmans",31.4,1565.7,1453.9,"1435.6","1571.7","2012 Orleans CH F",24.7,1707.5
178,"Thomaz Bellucci",31.3,1561,1549.6,"1515.0","1343.6","2010 Hamburg QF",22.6,1929.6
179,"Blaz Rola",28.7,1557.7,1508.1,"1442.3","1437.6","2014 Panama City CH F",23.5,1722.9
180,"Tatsuma Ito",31.1,1557.7,1499.7,"1235.6","1464.9","2012 Dusseldorf RR",24,1729
181,"Alexey Vatutin",26.6,1555.6,1473.2,"1472.6","1348.2","2018 Marrakech QF",25.5,1641.6
182,"Brayden Schnur",24,1554.1,1513.3,"-","1419.8","2019 New York F",23.6,1711.2
183,"Sebastian Ofner",23.1,1554.1,1578.7,"1285.8","1411.2","2017 Vancouver CH R16",21.3,1667
184,"Nikola Milojevic",23.9,1553.7,1413.8,"1527.3","1322.4","2019 Seoul CH SF",23.9,1586.9
185,"Marcos Giron",25.9,1552.1,1544.5,"1319.5","1421.5","2019 Monterrey CH QF",25.7,1635.5
186,"Yuichi Sugita",30.7,1551,1450.7,"1343.5","1546.5","2017 Cincinnati Masters QF",28.9,1801.3
187,"Daniel Elahi Galan Riveros",23,1548.5,1305.7,"1530.6","1379.5","2019 Sarasota CH R16",22.8,1592.2
188,"Nicola Kuhn",19.2,1548,1441.5,"1446.4","-","2017 Meerbusch CH SF",17.4,1590.7
189,"Jeffrey John Wolf",20.2,1545.8,1477.2,"-","-","2019 Cleveland CH R16",20.1,1572.5
190,"Thiago Monteiro",25,1543.6,1394.4,"1526.8","1294.6","2016 Bordeaux CH R16",21.9,1727.4
191,"Filippo Baldi",23.4,1543.3,1417.8,"1509.9","1339.7","2018 Andria CH F",22.9,1689.9
192,"Jason Kubler",26.1,1542.1,1510.4,"1302.6","1470.7","2018 Gatineau CH SF",25.2,1693
193,"Darian King",27.1,1540.5,1488,"1240.4","1385.9","2017 Bradenton CH R32",25,1638.2
194,"Jay Clarke",20.9,1540.4,1444.6,"1482.8","1260.3","2019 Nanchang CH R16",20.7,1621.5
195,"Tung Lin Wu",21.1,1540.3,1459.5,"1405.1","-","2019 Gwangju CH QF",21,1581
196,"Emilio Gomez",27.6,1539.2,1459.1,"1458.6","1256.6","2019 Savannah CH R32",27.4,1593
197,"Bernabe Zapata Miralles",22.4,1537.8,1344.1,"1473.0","1335.3","2019 Prostejov CH QF",22.4,1602.7
198,"Kimmer Coppejans",25.4,1537.5,1342.1,"1518.3","1221.4","2015 Turin CH F",21.2,1685.8
199,"Oscar Otte",25.9,1535.6,1478.6,"1498.0","1404.2","2017 Braunschweig CH SF",24,1714.9
200,"Roberto Marcora",29.7,1534.5,1507,"1435.8","1317.4","2019 Sophia Antipolis CH SF",29.6,1603
201,"Constant Lestienne",27.1,1532.6,1487.5,"1351.3","1339.4","2018 Antwerp Qual",26.4,1639.3
202,"Christopher Eubanks",23.1,1532.1,1461.6,"1319.4","1372.8","2018 Puerto Vallarta CH R32",22,1581
203,"Luca Vanni",33.8,1531.2,1436.7,"1403.3","1416.2","2016 Chennai R16",30.6,1613.7
204,"Carlos Berlocq",36.4,1528.7,1598.5,"1476.3","1291.4","2012 Dusseldorf RR",29.3,1852.1
205,"Aslan Karatsev",25.8,1528.4,1434.5,"1471.0","1321.3","2015 Batman CH R16",21.6,1591.1
206,"Thai Son Kwiatkowski",24.3,1527.5,1467.1,"1387.1","1342.8","2019 Da Nang CH SF",23.9,1598
207,"Andrew Harris",25.3,1526.7,1528.7,"1304.6","1311.7","2019 Busan CH F",25.2,1597.6
208,"Tallon Griekspoor",22.9,1526.6,1406.8,"1514.4","1357.2","2019 Koblenz CH SF",22.5,1678.4
