ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Clarke J.,Rubin N.,169,182,316,287,4,6,7,5,6,4,6,4,,,3,1,Completed,2.75,1.44,2.57,1.57,2.8,1.58,2.58,1.5
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Federer R.,Harris L.,3,86,6620,652,3,6,6,1,6,2,6,2,,,3,1,Completed,1.01,23,1.01,28.34,1.03,39,1.01,20.67
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Sandgren T.,Uchiyama Y.,94,180,611,292,3,6,6,2,6,4,6,3,,,3,1,Completed,1.66,2.2,1.78,2.16,1.8,2.25,1.72,2.14
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Tomic B.,72,96,750,593,6,2,6,1,6,4,,,,,3,0,Completed,1.2,4.5,1.21,5.06,1.22,5.16,1.19,4.72
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Struff J.L.,Albot R.,33,40,1265,1126,6,4,6,3,6,2,,,,,3,0,Completed,1.28,3.75,1.3,3.89,1.31,3.95,1.29,3.62
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Fritz T.,Berdych T.,31,110,1320,520,6,4,6,4,6,3,,,,,3,0,Completed,1.4,3,1.4,3.2,1.46,3.2,1.42,2.9
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Schwartzman D.,Ebden M.,24,95,1485,606,6,4,3,6,6,3,6,2,,,3,1,Completed,1.44,2.75,1.53,2.71,1.53,2.9,1.46,2.72
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Berankis R.,Shapovalov D.,77,27,714,1390,7,6,6,4,6,3,,,,,3,0,Completed,7,1.1,7.55,1.12,7.55,1.13,6.79,1.11
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Nadal R.,Sugita Y.,2,274,7945,151,6,3,6,1,6,3,,,,,3,0,Completed,1.02,17,1.03,19.4,1.05,21,1.03,13.52
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Millman J.,Dellien H.,64,83,850,666,6,2,6,3,6,4,,,,,3,0,Completed,1.07,9,1.07,10.66,1.09,11.25,1.06,9.17
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Tiafoe F.,10,38,2785,1160,5,7,6,4,6,3,4,6,6,4,3,2,Completed,1.72,2.1,1.88,2.04,2.04,2.2,1.76,2.07
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Kukushkin M.,Andujar P.,58,78,885,702,6,3,6,2,6,4,,,,,3,0,Completed,1.2,4.5,1.18,5.61,1.22,5.61,1.18,4.92
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Barrere G.,Bublik A.,116,82,488,673,3,6,6,4,6,3,6,3,,,3,1,Completed,2.1,1.72,2.2,1.75,2.2,1.8,2.11,1.73
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Djere L.,Andreozzi G.,35,114,1255,512,3,6,7,6,7,6,6,3,,,3,1,Completed,1.33,3.4,1.33,3.65,1.35,3.92,1.32,3.44
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Cilic M.,Mannarino A.,18,42,1940,1066,7,6,7,6,6,3,,,,,3,0,Completed,1.3,3.5,1.3,3.92,1.33,3.92,1.3,3.53
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Fucsovics M.,Novak D.,51,104,930,536,3,6,6,4,7,6,6,2,,,3,1,Completed,1.8,2,1.81,2.11,1.83,2.12,1.78,2.04
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Isner J.,Ruud C.,12,62,2715,857,6,3,6,4,7,6,,,,,3,0,Completed,1.28,3.75,1.24,4.54,1.3,4.68,1.26,3.9
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Sousa J.,Jubb P.,69,431,770,27,6,0,6,3,6,7,6,1,,,3,1,Completed,1.22,4.33,1.26,4.28,1.29,4.36,1.25,3.96
39,London,Wimbledon,02/07/2019,Grand Slam,Outdoor,Grass,1st Round,5,Pouille L.,Gasquet R.,28,47,1340,965,6,1,6,4,7,6,,,,,3,0,Completed,1.61,2.3,1.7,2.29,1.71,2.5,1.64,2.26
