"Rank","Player","Age","Elo","HardRaw","ClayRaw","GrassRaw","hElo","cElo","gElo","Peak Match","Peak Age","Peak Elo"
189,"Reka Luca Jani",29.9,1480,1232.2,1429.1,"1236.9",1356.1,1454.5,1358.4,"2011 US Open Qual",20.1,1529.1
190,"Julia Grabher",25,1477.4,1169.3,1437.3,"-",1323.3,1457.3,1413.7,"2021 Roland Garros Qual",24.9,1510.5
191,"Asia Muhammed",30.2,1476.3,1389.4,1299.8,"1335.8",1432.8,1388.1,1406.1,"2017 Launceston $60K QF",25.8,1626.6
192,"Anna Bondar",24,1473.3,1376.9,1388.8,"1439.0",1425.1,1431,1456.1,"2017 Dunakeszi $60K R16",20.3,1604.8
193,"Daniela Seguel",28.5,1469.8,1400.4,1364.9,"1308.8",1435.1,1417.4,1389.3,"2018 Cagnes Sur Mer $100K R16",25.5,1625
194,"Ellen Perez",25.7,1467.6,1354.4,1316.7,"1233.8",1411,1392.1,1350.7,"2019 W60 Landisville PA R32",23.8,1513.3
195,"Lesley Kerkhove",29.6,1465.6,1414.2,1230.8,"1319.5",1439.9,1348.2,1392.5,"2017 Monterrey Qual",25.4,1561
196,"Mayo Hibi",25.2,1463.2,1390,1205.4,"1316.8",1426.6,1334.3,1390,"2013 Las Vegas NV 50K QF",17.5,1646.5
197,"Jana Fett",24.6,1461.5,1352.7,1344,"1407.3",1407.1,1402.7,1434.4,"2017 Luxembourg Qual",21,1759.9
198,"Usue Maitane Arconada",22.6,1456,1456.4,1197,"-",1456.2,1326.5,1403,"2019 New Haven SF",20.8,1638.1
199,"Francesca Jones",20.7,1450.5,1468.4,1305.5,"1168.8",1459.5,1378,1309.6,"2021 Phillip Island Trophy R64",20.4,1608
200,"Robin Anderson",28.1,1446.1,1440.3,1199.8,"1322.0",1443.2,1323,1384,"2019 W60 Croissy Beaubourg SF",25.9,1628.7
201,"Lucia Bronzetti",22.4,1441.2,1230,1354.4,"-",1335.6,1397.8,1395.6,"2021 Parma Qual",22.4,1494.9
202,"Gabriela Talaba",25.8,1440.8,1346.9,1320.3,"-",1393.9,1380.5,1395.4,"2021 Charleston 1 Qual",25.6,1476.7
203,"Jamie Loeb",26.2,1439.4,1440.5,1274.9,"1287.6",1439.9,1357.2,1363.5,"2017 Indian Wells Qual",22,1640.1
204,"Mariam Bolkvadze",23.4,1437.4,1526.4,1225.1,"1154.5",1481.9,1331.2,1295.9,"2020 Prague R128",22.7,1577.1
205,"Katarzyna Kawa",28.6,1431.6,1254.7,1444.1,"1354.3",1343.2,1437.9,1393,"2020 W100 Charleston SC SF",28,1643.2
206,"Bianca Turati",23.9,1427.1,1379.6,1293.4,"-",1403.4,1360.2,1388.5,"2021 W60 Bellinzona R16",23.8,1556.3
207,"Ankita Raina",28.4,1420.3,1380.7,1244.5,"1146.4",1400.5,1332.4,1283.4,"2018 Luan $60K R16",25.3,1501.6
208,"Isabella Shinikova",29.6,1419.9,1455.2,1200.8,"1205.3",1437.5,1310.4,1312.6,"2019 Moscow Qual",28,1615.9
209,"Eva Guerrero Alvarez",21.7,1411.4,1171.9,1332.6,"-",1291.7,1372,1380.7,"2021 W60 Oeiras R16",21.6,1504.2
210,"Amandine Hesse",28.3,1408.4,1371.9,1269.2,"1285.1",1390.2,1338.8,1346.8,"2015 Victoria $50K SF",22.7,1562.3
211,"Marina Melnikova",32.4,1405.9,1236.3,1346.5,"1381.3",1321.1,1376.2,1393.6,"2016 Surbiton $50K F",27.3,1475.6
212,"Martina Di Giuseppe",30.3,1404.7,1153.4,1359.7,"1292.2",1279,1382.2,1348.5,"2019 Bucharest QF",28.4,1567.9
213,"Irene Burillo Escorihuela",23.9,1401.2,1432.9,1242.9,"-",1417,1322,1375.6,"2021 W60 Stare Splavy R16",23.9,1443.1
214,"Marie Benoit",26.2,1398,1216.2,1348,"-",1307.1,1373,1374,"2021 Bogota Qual",26.1,1456.9
215,"Nuria Parrizas Diaz",29.9,1394.3,1166,1362.5,"-",1280.1,1378.4,1372.1,"2021 Roland Garros Qual",29.9,1435.7
216,"Chloe Paquet",26.9,1388.4,1293,1278.5,"1300.8",1340.7,1333.5,1344.6,"2019 Strasbourg QF",24.9,1514.3
217,"Valeria Savinykh",30.3,1384.5,1362.2,1213,"1323.3",1373.3,1298.7,1353.9,"2012 Osprey FL 50K R32",21.1,1683.6
218,"Natalija Kostic",26.9,1383.5,1342.7,1274.2,"-",1363.1,1328.9,1366.7,"2019 W100 Shenzhen R32",25.3,1576.9
219,"Ulrikke Eikeri",28.4,1365.4,1302.1,1285.7,"1500.0",1333.7,1325.5,1432.7,"2009 Fed Cup G3 RRB",16.3,1686.8
220,"Leonie Kung",20.6,1362.4,1519,1126.1,"1362.8",1440.7,1244.2,1362.6,"2021 Monterrey Qual",20.4,1621.7
221,"Laura Ioana Andrei",33,1359.6,1311.4,1296.7,"-",1335.5,1328.2,1354.8,"2019 W60 Stare Splavy QF",31,1523.6
222,"Despina Papamichail",28.3,1349.8,1245,1353.7,"1271.2",1297.4,1351.8,1310.5,"2013 Mestre 50K R16",20.6,1533.4
223,"Whitney Osuigwe",19.2,1349.5,1402.1,1268.9,"1200.5",1375.8,1309.2,1275,"2019 W100 Bonita Springs FL QF",17.1,1782.9
224,"Tessah Andrianjafitrimo",22.6,1348.8,1237,1259,"-",1292.9,1303.9,1349.4,"2016 Toronto $50K R16",18.1,1463.3
225,"Yuki Naito",20.3,1336.7,1242.2,1179,"-",1289.5,1257.9,1343.4,"2021 Lyon Qual",20,1419.9
226,"Pemra Ozgen",35.1,1326.9,1239.3,1232.6,"1449.9",1283.1,1279.8,1388.4,"2005 Fed Cup G3 PO",19,1459.9
227,"Diane Parry",18.7,1306.1,1161.8,1253.4,"-",1233.9,1279.8,1328,"2019 W80 Biarritz R32",16.9,1483.2
228,"Katharina Gerlach",23.3,1301.8,1129.5,1232.9,"-",1215.7,1267.4,1325.9,"2021 Stuttgart Qual",23.2,1352.1
