"Rank","Player","Age","Elo","Hard","Clay","Grass","Peak Match","Peak Age","Peak Elo"
254,"Deborah Chiesa",23,1353.4,1302,1333,"1291.9","2018 Brescia $60K R32",22,1547.6
255,"Emina Bektas",26.1,1352.4,1205.2,1236.1,"1350.0","2017 Templeton CA $60K R32",24.5,1557.6
256,"Quinn Gleason",24.6,1350,1317.2,1320.5,"1259.9","2019 W100 Bonita Springs FL Qual",24.5,1413.1
257,"Ashley Kratzer",20.3,1340.4,1328.2,1245.3,"1350.0","2018 San Jose R16",19.5,1539.3
258,"Myrtille Georges",28.5,1327.7,1374.4,1186.8,"1307.2","2016 Tunis $50K QF",25.4,1455.5
259,"Jovana Jaksic",25.6,1321.4,1281.8,1131.9,"1394.1","2014 Aning 50K F",20.6,1619.4
260,"Asia Muhammed",28.2,1319.3,1343.5,1267.7,"1214.7","2017 Launceston $60K SF",25.8,1606.5
261,"Olga Doroshina",24.9,1317.5,1272.7,1300.6,"1350.0","2018 Zagreb $60K SF",24.2,1513.1
262,"Maddison Inglis",21.4,1315.3,1355.4,1194.4,"1333.9","2019 W80 Gifu SF",21.3,1391.4
263,"Alison Bai",29.4,1273.6,1224.7,1160.8,"1302.5","2017 Canberra $60K SF",27.8,1259.6
264,"Abbie Myers",24.8,1271.4,1115.7,1258.4,"1289.0","2018 Kurume $60K F",23.8,1473.7
265,"Hiroko Kuwata",28.4,1270.9,1311.7,1080.8,"1122.5","2015 Bendigo $50K F",24.9,1503.3
266,"Haruka Kaji",24.6,1242.6,1262.6,1230,"1267.0","2019 W60 Kyoto R16",24.4,1307.5
267,"Mai Minokoshi",27.1,1152.5,1096.8,1290.6,"1228.2","2018 Honolulu HI $60K QF",26.2,1353.4
