"Rank","Player","Age","Elo","HardRaw","ClayRaw","GrassRaw","hElo","cElo","gElo","Peak Match","Peak Age","Peak Elo"
38,"Frances Tiafoe",24.4,1836.6,"1770.2","1696.5","1578.2",1803.4,1766.6,1707.4,"2021 Stockholm QF",23.8,1905
39,"Tommy Paul",25.1,1833.3,"1803.4","1590.9","1559.7",1818.4,1712.1,1696.5,"2022 Miami R64",24.8,1907.2
40,"Emil Ruusuvuori",23.2,1830.6,"1725.0","1559.7","1584.4",1777.8,1695.1,1707.5,"2022 Munich R16",23.1,1866.4
41,"Lorenzo Musetti",20.3,1826.7,"1575.6","1827.8","1325.7",1701.1,1827.2,1576.2,"2021 Roland Garros R32",19.2,1859.4
42,"Filip Krajinovic",30.3,1823.1,"1680.3","1764.7","1550.5",1751.7,1793.9,1686.8,"2020 Rome R32",28.5,1937.9
43,"Marton Fucsovics",30.3,1822.5,"1709.8","1654.5","1657.5",1766.2,1738.5,1740,"2021 Miami R64",29.1,1924
44,"Tallon Griekspoor",25.9,1819.7,"1635.3","1733.8","1584.1",1727.5,1776.7,1701.9,"2022 Australian Open R128",25.5,1923
45,"Fabio Fognini",35,1818.5,"1700.0","1769.7","1629.1",1759.2,1794.1,1723.8,"2014 Munich SF",26.9,2007.7
46,"Daniel Evans",32.1,1818.4,"1740.0","1579.1","1734.1",1779.2,1698.8,1776.2,"2021 Monte Carlo QF",30.9,1886.5
47,"Oscar Otte",28.9,1817.8,"1649.5","1620.9","1655.6",1733.7,1719.4,1736.7,"2022 Halle QF",28.9,1823.5
48,"Borna Coric",25.6,1816.1,"1779.7","1720.9","1620.4",1797.9,1768.5,1718.3,"2019 Australian Open R32",22.2,1998.7
49,"Alex Molcan",24.5,1810.6,"1649.0","1756.1","1458.7",1729.8,1783.4,1634.7,"2022 Roland Garros R128",24.5,1830
50,"Brandon Nakashima",20.8,1808.1,"1701.2","1559.7","1608.4",1754.6,1683.9,1708.3,"2021 NextGen Finals RR",20.3,1898.3
51,"Cristian Garin",26,1798.9,"1536.3","1753.3","1581.7",1667.6,1776.1,1690.3,"2021 Bastad R16",25.1,1887.1
52,"Jaume Munar",25.1,1796.2,"1594.7","1736.2","1219.5",1695.4,1766.2,1507.8,"2021 Estoril Qual",24,1801.6
53,"Benjamin Bonzi",26,1789.9,"1714.5","1555.6","1687.0",1752.2,1672.7,1738.4,"2022 Bordeaux CH R16",25.9,1807.7
54,"Alexander Bublik",25,1786,"1747.4","1510.0","1585.9",1766.7,1648,1685.9,"2022 Indian Wells R64",24.7,1850.1
55,"Thanasi Kokkinakis",26.1,1783.1,"1763.7","1668.8","1340.7",1773.4,1725.9,1561.9,"2015 Queen's Club R32",19.2,1867.6
56,"Nikoloz Basilashvili",30.3,1776.5,"1661.1","1665.3","1549.1",1718.8,1720.9,1662.8,"2018 Shanghai R64",26.6,1877.7
57,"Richard Gasquet",36,1774.9,"1666.5","1669.5","1610.3",1720.7,1722.2,1692.6,"2013 Monte Carlo R16",26.8,2051.8
58,"Lloyd Harris",25.2,1772.2,"1731.9","1552.9","1431.7",1752,1662.5,1601.9,"2021 Antwerp QF",24.6,1889.9
59,"Jack Draper",20.5,1770,"1763.6","1347.3","1399.6",1766.8,1558.7,1584.8,"2022 Rome CH R32",20.3,1820.6
60,"Mackenzie Mcdonald",27.2,1767.1,"1724.7","1597.4","1586.9",1745.9,1682.2,1677,"2022 Miami R64",26.9,1813.1
61,"Laslo Djere",27,1765.2,"1482.9","1750.7","1306.2",1624.1,1758,1535.7,"2021 Gstaad QF",26.1,1805.2
62,"Jack Sock",29.7,1765,"1670.0","1679.6","1604.4",1717.5,1722.3,1684.7,"2017 Indian Wells QF",24.4,2037.1
63,"Lorenzo Sonego",27.1,1756.5,"1584.4","1730.3","1631.1",1670.4,1743.4,1693.8,"2021 Rome QF",26,1887.3
64,"Corentin Moutet",23.2,1753.2,"1676.8","1611.5","1483.2",1715,1682.3,1618.2,"2022 Adelaide 2 QF",22.7,1815.7
65,"Aljaz Bedene",32.9,1752.1,"1675.5","1676.7","1515.2",1713.8,1714.4,1633.7,"2017 Wimbledon R64",28,1904
66,"Yoshihito Nishioka",26.7,1750.4,"1724.7","1547.1","1394.3",1737.6,1648.8,1572.3,"2020 Delray Beach SF",24.4,1883.1
67,"Arthur Rinderknech",26.9,1748.6,"1672.5","1698.5","1535.2",1710.5,1723.5,1641.9,"2022 Doha QF",26.6,1834.4
68,"Aslan Karatsev",28.8,1744.6,"1731.0","1626.5","1289.7",1737.8,1685.5,1517.1,"2021 Rome R32",27.7,1967.3
69,"Jo-Wilfried Tsonga",37.1,1742.7,"1718.2","1613.2","1565.5",1730.5,1678,1654.1,"2009 Indian Wells R64",23.9,2124.7
70,"Tomas Machac",21.5,1739.8,"1663.1","1577.7","1418.5",1701.4,1658.7,1579.1,"2021 Nur-Sultan 2 CH F",20.4,1798.4
71,"Kevin Anderson",35.8,1738.9,"1630.3","1671.7","1658.0",1684.6,1705.3,1698.4,"2019 Australian Open R128",32.7,2026.6
72,"Albert Ramos",34.4,1736.2,"1546.7","1698.8","1319.1",1641.5,1717.5,1527.7,"2017 Barcelona R16",29.3,1872.7
73,"Pedro Martinez",25.1,1735.4,"1609.6","1648.9","1376.3",1672.5,1692.2,1555.9,"2022 Monte Carlo R64",25,1821.8
74,"Ricardas Berankis",31.9,1733.7,"1657.2","1546.2","1461.9",1695.5,1640,1597.8,"2010 Vancouver CH SF",20.1,1808.8
75,"Quentin Halys",25.6,1732.2,"1662.7","1525.7","1474.8",1697.5,1628.9,1603.5,"2022 Queen's Club Qual",25.6,1740.9
76,"Kamil Majchrzak",26.4,1730.6,"1630.0","1628.6","1622.9",1680.3,1679.6,1676.7,"2022 Pune QF",26.1,1784.5
77,"Francisco Cerundolo",23.8,1729,"1532.5","1656.2","1433.3",1630.8,1692.6,1581.2,"2021 Buenos Aires SF",22.5,1840.1
78,"Adrian Mannarino",33.9,1728.4,"1704.7","1422.6","1665.8",1716.5,1575.5,1697.1,"2018 Australian Open R64",29.5,1884.4
79,"Pavel Kotov",23.5,1727.1,"1543.3","1620.0","-",1635.2,1673.5,1563.5,"2022 Roland Garros Qual",23.5,1727.1
80,"Guido Pella",31.4,1726.4,"1675.7","1686.4","1490.5",1701.1,1706.4,1608.4,"2019 Cincinnati R64",29.2,1869
81,"Dusan Lajovic",32,1723.7,"1590.1","1667.4","1354.3",1656.9,1695.6,1539,"2018 Beijing R16",28.3,1845.1
82,"Jan Lennard Struff",32.1,1723.1,"1620.8","1718.9","1512.8",1671.9,1721,1618,"2019 Wimbledon R64",29.2,1898.1
83,"Bernabe Zapata Miralles",25.4,1722.3,"1494.0","1680.9","1476.1",1608.1,1701.6,1599.2,"2021 Us Open Qual",24.6,1756.2
84,"Alejandro Tabilo",25,1720.5,"1583.8","1660.1","1304.1",1652.2,1690.3,1512.3,"2022 Sarasota CH QF",24.9,1791.8
85,"Hugo Dellien",29,1718.7,"1390.9","1640.3","1352.9",1554.8,1679.5,1535.8,"2022 Rome Qual",28.9,1763.6
86,"Vasek Pospisil",32,1718.1,"1673.8","1279.1","1460.7",1696,1498.6,1589.4,"2020 Sofia SF",30.4,1885.4
87,"Christopher Oconnell",28,1717.1,"1639.0","1581.7","1555.9",1678.1,1649.4,1636.5,"2022 Indian Wells Qual",27.8,1755.1
88,"Sam Querrey",34.7,1713.1,"1569.9","1598.6","1689.4",1641.5,1655.8,1701.2,"2012 Paris R16",25.1,1971.5
89,"Ugo Humbert",24,1713.1,"1641.8","1407.9","1678.9",1677.5,1560.5,1696,"2021 Tokyo Olympics R16",23.1,1915
90,"Denis Kudla",29.8,1712.7,"1611.0","1429.4","1652.2",1661.8,1571,1682.4,"2015 Atlanta Qual",22.9,1772.4
91,"Jiri Lehecka",20.6,1712.7,"1689.8","1638.8","1403.5",1701.3,1675.7,1558.1,"2022 Mauthausen CH SF",20.5,1787.1
92,"Mikael Ymer",23.7,1712.5,"1674.1","1557.3","1509.7",1693.3,1634.9,1611.1,"2019 Stockholm R32",21.1,1875.2
93,"Marcos Giron",28.9,1710.6,"1689.9","1472.1","1535.0",1700.3,1591.4,1622.8,"2021 Paris R32",28.3,1842.6
94,"J J Wolf",23.5,1710,"1640.0","1458.0","-",1675,1584,1555,"2020 Us Open R64",21.7,1812.8
95,"Dominik Koepfer",28.1,1708.2,"1584.4","1666.6","1531.3",1646.3,1687.4,1619.8,"2020 Hamburg R32",26.4,1788.4
96,"Soon Woo Kwon",24.5,1706.5,"1664.5","1529.6","1470.7",1685.5,1618,1588.6,"2022 Davis Cup QLS R1",24.2,1790
97,"Taro Daniel",29.4,1705.6,"1641.4","1589.9","1320.6",1673.5,1647.7,1513.1,"2015 Prague CH R16",22.4,1745.8
98,"Philipp Kohlschreiber",38.6,1704,"1682.7","1618.9","1544.0",1693.3,1661.4,1624,"2009 Stuttgart R32",25.7,1985.4
99,"Tim Van Rijthoven",25.1,1701.7,"1504.4","1241.7","1753.6",1603.1,1471.7,1727.7,"2022 s Hertogenbosch F",25.1,1701.7
100,"Jordan Thompson",28.1,1701.7,"1616.6","1449.3","1671.1",1659.2,1575.5,1686.4,"2019 s Hertogenbosch SF",25.1,1792.8
101,"Roberto Carballes Baena",29.2,1701.2,"1480.6","1662.5","1377.5",1590.9,1681.8,1539.4,"2019 Queen's Club Qual",26.2,1749.7
102,"Steve Johnson",32.5,1700.8,"1636.2","1592.9","1566.8",1668.5,1646.9,1633.8,"2017 Geneva R16",27.4,1932.3
103,"Federico Delbonis",31.6,1699.1,"1393.2","1708.5","1176.1",1546.2,1703.8,1437.6,"2017 Hamburg QF",26.8,1863.1
104,"Jiri Vesely",28.9,1698.5,"1720.0","1538.7","1592.8",1709.2,1618.6,1645.6,"2014 Wimbledon R64",21,1892.3
105,"Tomas Martin Etcheverry",22.9,1697.2,"1346.5","1648.3","1408.6",1521.9,1672.8,1552.9,"2021 Cordenons CH SF",22,1780.5
106,"Hugo Gaston",21.7,1690.2,"1540.9","1598.7","1520.8",1615.5,1644.4,1605.5,"2021 Paris R16",21.1,1781.7
107,"Juan Pablo Varillas",26.7,1688.1,"1232.0","1657.8","1343.8",1460.1,1673,1515.9,"2022 Santa Cruz De La Sierra CH SF",26.5,1719.1
108,"Jason Kubler",29,1685.1,"1576.4","1484.6","1477.4",1630.8,1584.9,1581.3,"2018 US Open R128",25.3,1695.1
109,"Zizou Bergs",23,1682.6,"1505.0","1497.2","1672.6",1593.8,1589.9,1677.6,"2021 Braunschweig CH R16",22.1,1724.9
110,"Daniel Altmaier",23.8,1681.3,"1608.1","1651.8","1383.0",1644.7,1666.6,1532.2,"2021 Luedenscheid CH F",22.9,1779.3
111,"Alexei Popyrin",22.9,1680.9,"1546.3","1625.8","1585.0",1613.6,1653.3,1632.9,"2021 Madrid R32",21.7,1810.5
112,"Thiago Monteiro",28,1675.3,"1497.1","1634.4","1430.8",1586.2,1654.8,1553,"2016 Bordeaux CH R32",21.9,1725.8
113,"John Millman",33,1674.5,"1650.2","1540.0","1466.3",1662.4,1607.3,1570.4,"2016 Winston-Salem QF",27.2,1845.6
114,"Pablo Cuevas",36.4,1670.1,"1544.7","1632.6","1440.8",1607.4,1651.3,1555.4,"2016 Nottingham SF",30.5,1909.2
115,"Pedro Cachin",27.2,1668.4,"1117.3","1619.5","1311.5",1392.9,1644,1490,"2022 Lyon CH SF",27.2,1697.7
116,"Egor Gerasimov",29.5,1668.1,"1598.5","1472.2","1303.6",1633.3,1570.2,1485.9,"2020 Davis Cup QLS R1",27.3,1791
117,"Roman Safiullin",24.8,1667.9,"1603.0","1465.8","1403.5",1635.5,1566.9,1535.7,"2021 Doha Aus Open Qualies Qual",23.4,1695.1
118,"Federico Coria",30.3,1667.8,"1371.4","1643.3","1256.6",1519.6,1655.5,1462.2,"2021 Bastad SF",29.3,1740.5
119,"Dominic Stricker",19.8,1667.5,"1618.7","1310.8","1501.2",1643.1,1489.2,1584.3,"2021 Stuttgart R16",18.8,1789.8
120,"Facundo Bagnis",32.2,1666.7,"1416.3","1642.1","1185.5",1541.5,1654.4,1426.1,"2016 Marrakech R16",26.1,1713.4
121,"Marco Trungelliti",32.3,1665.5,"1470.3","1595.6","1373.9",1567.9,1630.6,1519.7,"2022 Roland Garros Qual",32.3,1678.9
122,"Maxime Cressy",25.1,1662.8,"1641.2","1374.0","1465.3",1652,1518.4,1564.1,"2022 Australian Open R32",24.7,1818.6
123,"James Duckworth",30.4,1662.4,"1647.2","1409.1","1463.5",1654.8,1535.8,1563,"2021 Paris R16",29.8,1772
124,"Chun Hsin Tseng",20.8,1661.6,"1416.6","1617.4","1426.6",1539.1,1639.5,1544.1,"2022 Prague CH QF",20.7,1701.9
125,"Fernando Verdasco",38.6,1658,"1635.1","1606.3","1522.2",1646.5,1632.2,1590.1,"2010 Rome QF",26.4,2096.6
126,"Juan Manuel Cerundolo",20.5,1657.8,"1344.4","1662.9","1349.8",1501.1,1660.3,1503.8,"2021 Lima 2 CH SF",19.9,1783.2
127,"Liam Broady",28.4,1656.3,"1637.5","1424.2","1399.1",1646.9,1540.3,1527.7,"2022 Phoenix CH QF",28.2,1740.2
128,"Nicolas Jarry",26.6,1655.9,"1439.5","1625.2","1494.0",1547.7,1640.5,1575,"2018 Shanghai R32",23,1810.6
129,"Nuno Borges",25.3,1655.3,"1508.4","1598.7","1460.8",1581.8,1627,1558.1,"2021 Oeiras 4 CH QF",24.3,1706.4
130,"Daniel Elahi Galan",26,1654.5,"1490.3","1595.0","1376.0",1572.4,1624.7,1515.3,"2022 Tallahassee CH QF",25.8,1720.1
131,"Mikhail Kukushkin",34.4,1653.8,"1614.8","1503.1","1513.6",1634.3,1578.4,1583.7,"2010 St. Petersburg F",22.8,1849.6
132,"Giulio Zeppieri",20.5,1651.2,"1251.0","1585.6","-",1451.1,1618.4,1525.6,"2022 Parma CH R16",20.5,1663.5
133,"Elias Ymer",26.2,1650.6,"1577.2","1572.3","1303.6",1613.9,1611.4,1477.1,"2015 Caltanissetta CH F",19.2,1729.2
134,"Ryan Peniston",26.6,1649.9,"1426.6","1438.6","1471.1",1538.3,1544.2,1560.5,"2022 Queen's Club R16",26.6,1662.3
135,"Pablo Andujar",36.4,1649.5,"1501.6","1610.1","1302.6",1575.6,1629.8,1476.1,"2019 Tokyo Qual",33.7,1796.1
136,"Sebastian Ofner",26.1,1645.7,"1501.5","1549.0","1543.0",1573.6,1597.3,1594.4,"2017 Vancouver CH R32",21.3,1699.6
137,"Vit Kopriva",25,1645,"1444.8","1600.6","-",1544.9,1622.8,1522.5,"2022 Blois CH QF",25,1670.5
138,"Andreas Seppi",38.3,1644.2,"1578.2","1505.9","1580.1",1611.2,1575,1612.2,"2013 Australian Open R32",28.9,1904.9
139,"Joao Sousa",33.2,1643.5,"1570.3","1584.4","1422.2",1606.9,1613.9,1532.8,"2016 Australian Open R64",26.8,1844.7
140,"Christopher Eubanks",26.1,1642.2,"1588.9","1326.9","1329.5",1615.6,1484.6,1485.8,"2022 Miami Qual",25.9,1708.1
141,"Stefano Travaglia",30.3,1642.2,"1553.6","1631.7","1426.5",1597.9,1636.9,1534.3,"2021 Great Ocean Road Open SF",29.1,1797.9
142,"Pierre Hugues Herbert",31.2,1641.5,"1598.5","1529.2","1561.5",1620,1585.3,1601.5,"2019 Montpellier SF",27.9,1845
143,"Yosuke Watanuki",24.1,1640,"1509.8","1543.9","1435.4",1574.9,1591.9,1537.7,"2018 Ningbo CH R32",20.5,1657.2
144,"Ivo Karlovic",42.6,1636.2,"1578.7","1537.1","1566.3",1607.5,1586.7,1601.3,"2007 Paris R64",28.7,1958
145,"Filip Misolic",20.8,1631.5,"-","1555.1","-",1425.8,1593.3,1515.8,"2022 Tunis CH QF",20.8,1677.5
146,"Yannick Hanfmann",30.6,1630.1,"1504.2","1602.2","1391.6",1567.1,1616.1,1510.8,"2017 Gstaad SF",25.7,1763.9
147,"Marc Andrea Huesler",26,1628.4,"1410.5","1606.7","1475.4",1519.5,1617.6,1551.9,"2020 Eckental CH R16",24.4,1717.5
148,"Benoit Paire",33.1,1628.3,"1579.1","1574.0","1512.4",1603.7,1601.1,1570.4,"2013 Roland Garros R64",24.1,1904.2
149,"Jurij Rodionov",23.1,1627.9,"1572.1","1473.6","1384.1",1600,1550.8,1506,"2018 Astana CH QF",19.2,1691.9
150,"Norbert Gombos",31.8,1622.3,"1538.4","1545.4","1395.6",1580.4,1583.9,1509,"2020 Paris R32",30.2,1737.8
151,"Marco Cecchinato",29.7,1622,"1333.2","1601.0","1336.1",1477.6,1611.5,1479.1,"2018 Umag F",25.8,1829
152,"Camilo Ugo Carabelli",23,1621.6,"1346.2","1581.9","-",1483.9,1601.8,1510.8,"2022 Poznan CH R32",22.9,1670.5
153,"Feliciano Lopez",40.7,1619.9,"1553.2","1550.2","1660.6",1586.6,1585.1,1640.3,"2014 Shanghai QF",33,1943.4
154,"Gijs Brouwer",26.2,1618,"1308.7","1486.4","1518.8",1463.4,1552.2,1568.4,"2022 Ilkley CH R16",26.2,1638.8
155,"Henri Laaksonen",30.2,1617.8,"1551.4","1567.6","1221.7",1584.6,1592.7,1419.7,"2021 Brest CH R16",29.6,1797.8
156,"Peter Gojowczyk",32.9,1617.7,"1564.3","1410.7","1526.5",1591,1514.2,1572.1,"2018 Delray Beach SF",28.6,1830.2
157,"Carlos Taberner",24.8,1617.7,"1359.8","1556.6","1406.3",1488.7,1587.2,1512,"2021 Losinj CH SF",24.2,1720.4
158,"Radu Albot",32.6,1615.6,"1582.8","1477.0","1486.0",1599.2,1546.3,1550.8,"2019 Geneva QF",29.5,1808.1
159,"Paul Jubb",22.6,1613.8,"1359.3","1462.5","1434.3",1486.6,1538.2,1524,"2022 Santa Cruz De La Sierra CH F",22.4,1638.3
160,"Aleksandar Vukic",26.1,1611.7,"1615.9","1381.9","1375.4",1613.8,1496.8,1493.5,"2022 Indian Wells Qual",25.9,1730.2
161,"Juan Ignacio Londero",28.8,1610.5,"1356.4","1588.1","1292.9",1483.5,1599.3,1451.7,"2019 US Open R128",26,1764.4
162,"Dimitar Kuzmanov",28.8,1608.1,"1483.2","1559.7","1450.4",1545.6,1583.9,1529.2,"2022 Poznan CH QF",28.8,1617.9
163,"Gilles Simon",37.4,1606,"1558.0","1514.9","1538.2",1582,1560.4,1572.1,"2009 Rotterdam R32",24.1,2015.9
164,"Jonas Forejtek",21.2,1603.3,"1484.6","1510.9","-",1543.9,1557.1,1501.6,"2022 Heilbronn CH QF",21.2,1603.3
165,"Manuel Guinard",26.6,1602.2,"1391.2","1550.8","-",1496.7,1576.5,1501.1,"2022 Lyon CH QF",26.6,1640.4
166,"Igor Ribeiro Marcondes",24.6,1597.9,"1265.9","1583.0","-",1431.9,1590.5,1499,"2022 Blumenau CH F",24.6,1597.9
167,"Zsombor Piros",22.7,1596.2,"1524.8","1500.0","-",1560.5,1548.1,1498.1,"2022 Roland Garros Qual",22.6,1673.1
168,"Lucas Pouille",28.3,1596.1,"1602.3","1554.0","1491.6",1599.2,1575.1,1543.8,"2017 Halle R32",23.3,1977.1
169,"Mitchell Krueger",28.4,1595.5,"1524.5","1327.3","1312.5",1560,1461.4,1454,"2022 Sarasota CH R16",28.2,1621.9
170,"Andrey Kuznetsov",31.3,1594.7,"1519.1","1579.2","1494.5",1556.9,1586.9,1544.6,"2016 Moscow R32",25.7,1877.5
171,"Mats Moraing",30,1594.4,"1549.4","1539.2","1342.5",1571.9,1566.8,1468.5,"2022 Phoenix CH R32",29.7,1725.9
172,"Alexandre Muller",25.4,1589.8,"1441.6","1552.6","1291.8",1515.7,1571.2,1440.8,"2021 Doha Aus Open Qualies Qual",23.9,1633
173,"Mate Valkusz",23.8,1586.2,"1282.3","1528.5","-",1434.3,1557.4,1493.1,"2022 Mauthausen CH QF",23.7,1600.2
174,"Damir Dzumhur",30,1585.8,"1504.4","1527.4","1571.8",1545.1,1556.6,1578.8,"2018 Dubai R32",25.8,1887.8
175,"Bjorn Fratangelo",28.9,1582.3,"1504.5","1554.9","1431.6",1543.4,1568.6,1507,"2017 Ilkley CH R16",23.9,1736.8
176,"Jozef Kovalik",29.6,1582.3,"1401.1","1555.7","1302.9",1491.7,1569,1442.6,"2018 Hamburg QF",25.7,1706.8
177,"Gregoire Barrere",28.3,1581.8,"1533.7","1436.5","1546.9",1557.8,1509.1,1564.3,"2020 Rotterdam Qual",26,1792.2
178,"Stefan Kozlov",24.4,1580,"1612.5","1265.0","1422.6",1596.3,1422.5,1501.3,"2022 Acapulco R32",24.1,1700.1
179,"Maximilian Marterer",27,1579.4,"1542.0","1489.7","1346.8",1560.7,1534.6,1463.1,"2018 Stuttgart R32",23,1804.7
180,"Gianluca Mager",27.5,1575.6,"1544.5","1498.5","1382.1",1560,1537,1478.8,"2021 Prostejov CH QF",26.5,1729.5
181,"Matthew Ebden",34.5,1572.8,"1502.0","1262.6","1562.5",1537.4,1417.7,1567.6,"2018 Shanghai R16",30.9,1778.4
182,"Tung Lin Wu",24.1,1572.2,"1462.0","1437.6","-",1517.1,1504.9,1486.1,"2019 Gwangju CH R16",21,1583.2
183,"Frederico Ferreira Silva",27.2,1572,"1506.9","1450.8","1472.2",1539.4,1511.4,1522.1,"2021 Nur-Sultan 2 CH R16",26,1662.4
184,"Cedrik Marcel Stebe",31.7,1571.7,"1562.9","1483.3","1416.1",1567.3,1527.5,1493.9,"2017 Sibiu CH F",26.9,1805.8
185,"Flavio Cobolli",20.1,1570.1,"1310.6","1520.6","-",1440.4,1545.3,1485.1,"2021 Ercolano CH QF",19.4,1653.8
186,"Alexander Ritschard",28.2,1568.4,"1451.5","1481.1","-",1510,1524.8,1484.2,"2022 Roland Garros Qual",28.2,1605.9
187,"Emilio Gomez",30.5,1566.9,"1536.9","1325.7","1189.6",1551.9,1446.3,1378.3,"2022 Tallahassee CH R32",30.4,1600
188,"Alexander Shevchenko",21.5,1566.5,"1290.8","1521.3","-",1428.7,1543.9,1483.3,"2022 Bratislava CH F",21.5,1616.8
189,"Dennis Novak",28.8,1564.8,"1519.7","1468.4","1571.0",1542.2,1516.6,1567.9,"2019 Ortisei CH R32",26.2,1749.8
190,"Lukas Klein",24.2,1564.8,"1293.2","1489.5","1508.2",1429,1527.2,1536.5,"2022 Prostejov CH QF",24.2,1617.3
