"Rank","Player","Age","Elo","HardRaw","ClayRaw","GrassRaw","hElo","cElo","gElo","Peak Match","Peak Age","Peak Elo"
191,"Ernesto Escobedo",25.9,1563.3,"1571.6","1400.8","1326.5",1567.4,1482.1,1444.9,"2017 Houston QF",20.8,1757.1
192,"Hugo Grenier",26.2,1560.8,"1480.5","1430.3","1441.7",1520.7,1495.5,1501.3,"2022 Bendigo CH R16",25.8,1654
193,"Borna Gojo",24.3,1558.7,"1532.9","1462.7","1298.1",1545.8,1510.7,1428.4,"2021 Doha Aus Open Qualies Qual",22.9,1630
194,"Constant Lestienne",30.1,1558.4,"1567.3","1375.3","1371.5",1562.9,1466.8,1465,"2018 Antwerp Qual",26.4,1637.9
195,"Andrea Pellegrino",25.2,1558.1,"1240.6","1532.6","1374.9",1399.3,1545.3,1466.5,"2022 Lyon CH R32",25.2,1572
196,"Alessandro Giannessi",32,1556.9,"1296.4","1522.9","1279.0",1426.6,1539.9,1418,"2011 Napoli2 CH SF",21.3,1728.7
197,"Tomas Barrios Vera",24.5,1556,"1369.8","1509.2","1439.5",1462.9,1532.6,1497.7,"2021 Meerbusch CH F",23.7,1667.9
198,"Tennys Sandgren",30.8,1555,"1509.0","1447.1","1526.7",1532,1501.1,1540.9,"2020 Roland Garros R128",29.2,1779.1
199,"Gastao Elias",31.6,1552.6,"1370.7","1514.0","1262.2",1461.6,1533.3,1407.4,"2016 Rio Olympics R64",25.7,1723.9
200,"Michael Mmoh",24.4,1546.2,"1484.3","1453.0","1362.9",1515.2,1499.6,1454.5,"2017 San Francisco CH QF",19.1,1749.2
201,"Matthias Bachinger",35.1,1545.6,"1499.7","1427.7","1453.4",1522.6,1486.7,1499.5,"2011 Granby CH SF",24.3,1704.1
202,"Dalibor Svrcina",19.7,1544.9,"1304.0","1489.5","-",1424.5,1517.2,1472.5,"2021 Prague 2 CH F",18.9,1596.5
203,"Gian Marco Moroni",24.3,1544.6,"1411.9","1502.0","-",1478.2,1523.3,1472.3,"2018 Vicenza CH QF",20.3,1668.1
204,"Christian Harrison",28,1543.9,"1410.6","1526.4","1506.4",1477.2,1535.1,1525.2,"2021 Orlando 1 CH QF",26.9,1608.7
205,"Evan Furness",23.8,1542.4,"1418.7","1438.9","-",1480.6,1490.7,1471.2,"2022 Ostrava CH F",23.7,1583
206,"Mario Vilella Martinez",26.9,1540.4,"1481.4","1498.9","1307.0",1510.9,1519.6,1423.7,"2021 Tampere CH R16",26,1679.1
207,"Zhizhen Zhang",25.6,1540.1,"1338.8","1524.9","1522.2",1439.5,1532.5,1531.1,"2020 Bendigo CH R64",23.2,1623.5
208,"Max Purcell",24.2,1537.1,"1504.0","1307.7","1521.7",1520.5,1422.4,1529.4,"2021 Washington Qual",23.3,1650.4
209,"Antoine Escoffier",30.3,1534.9,"1521.4","1087.2","1431.6",1528.2,1311,1483.2,"2022 Saint-Brieuc CH QF",30.1,1570.2
210,"Carlos Gimeno Valero",20.9,1534.1,"1288.7","1475.1","-",1411.4,1504.6,1467,"2021 Las Palmas 2 CH F",19.7,1625.8
211,"Alex Bolt",29.2,1532.2,"1493.1","1128.3","1559.0",1512.7,1330.3,1545.6,"2019 Indian Wells R128",26.2,1668.7
212,"Illya Marchenko",34.7,1531.9,"1502.8","1298.4","1442.1",1517.3,1415.1,1487,"2010 Marseille Qual",22.4,1776.3
213,"Franco Agamenone",29.2,1531.5,"1401.2","1499.8","-",1466.4,1515.7,1465.8,"2021 Ercolano CH QF",28.5,1699.3
214,"Luca Nardi",18.9,1530.8,"1538.1","1396.4","-",1534.5,1463.6,1465.4,"2022 Roland Garros Qual",18.8,1619.6
215,"Geoffrey Blancaneaux",23.8,1528.8,"1363.6","1485.2","1394.3",1446.2,1507,1461.6,"2022 Roland Garros Qual",23.8,1543
216,"Otto Virtanen",21,1527.2,"1302.7","1315.9","1492.2",1414.9,1421.6,1509.7,"2022 Nottingham CH R32",21,1548.9
217,"Gerald Melzer",31.8,1526.6,"1412.5","1493.2","1447.4",1469.6,1509.9,1487,"2018 Quito R16",27.6,1707.5
218,"Nino Serdarusic",25.5,1525.8,"1346.9","1466.3","1349.4",1436.4,1496.1,1437.6,"2022 Oeiras 1 CH SF",25.3,1557
219,"Robin Haase",35.2,1524.9,"1519.7","1464.8","1523.5",1522.3,1494.9,1524.2,"2011 Winston-Salem QF",24.4,1858.2
220,"Pedro Sousa",34,1522.4,"1187.7","1497.5","1396.3",1355.1,1510,1459.4,"2017 Rome CH R32",29.3,1698.7
221,"Enzo Couacaud",27.3,1521.7,"1528.8","1339.7","1421.8",1525.2,1430.7,1471.7,"2020 Pau CH R32",25,1622.3
222,"Emilio Nava",20.5,1520.9,"1376.2","1484.5","1500.0",1448.5,1502.7,1510.4,"2022 Shymkent 2 CH QF",20.5,1563.7
223,"Thomas Fabbiano",33,1520.8,"1451.4","1431.4","1527.8",1486.1,1476.1,1524.3,"2017 Eastbourne R32",28.1,1694.7
224,"Yuichi Sugita",33.7,1520.4,"1500.8","1296.1","1465.6",1510.6,1408.3,1493,"2017 Cincinnati R16",28.9,1788.9
225,"Sergiy Stakhovsky",36,1520.4,"1453.4","1457.2","1523.0",1486.9,1488.8,1521.7,"2010 Kuala Lumpur R32",24.7,1844.5
226,"Salvatore Caruso",29.5,1520.4,"1501.5","1462.3","1465.2",1510.9,1491.3,1492.8,"2019 US Open Qual",26.7,1710.6
227,"Bernard Tomic",29.6,1519.6,"1512.6","1399.2","1531.0",1516.1,1459.4,1525.3,"2016 Australian Open R32",23.2,1945
228,"Andrea Vavassori",27,1516.8,"1411.5","1471.4","-",1464.2,1494.1,1458.4,"2021 Bari CH R16",26.6,1595.3
229,"Santiago Fa Rodriguez Taverna",22.9,1513.6,"1186.8","1484.0","-",1350.2,1498.8,1456.8,"2022 Concepcion CH SF",22.5,1654.3
230,"Felipe Meligeni Alves",24.3,1513,"1247.8","1461.5","1339.0",1380.4,1487.3,1426,"2021 Doha Aus Open Qualies Qual",22.9,1680.3
231,"Francisco Comesana",21.7,1511.7,"-","1484.6","-",1365.9,1498.2,1455.9,"2022 Corrientes CH F",21.7,1511.7
232,"Johan Nikles",25.2,1510.4,"1312.9","1437.1","-",1411.6,1473.7,1455.2,"2022 Bratislava CH R32",25.2,1528.9
233,"Riccardo Bonadio",28.9,1510.1,"1229.0","1449.6","-",1369.5,1479.9,1455,"2021 Las Palmas 1 CH R16",27.6,1564
234,"Ernests Gulbis",33.7,1506.8,"1482.3","1428.6","1479.0",1494.6,1467.7,1492.9,"2014 Roland Garros QF",25.7,2048.2
235,"Jay Clarke",23.9,1506.6,"1503.2","1284.4","1272.4",1504.9,1395.5,1389.5,"2019 Nanchang CH R32",20.7,1633.3
236,"Marius Copil",31.6,1506.1,"1480.9","1392.5","1508.7",1493.5,1449.3,1507.4,"2018 Basel SF",28,1756.9
237,"Matteo Arnaldi",21.3,1504.8,"1130.7","1464.9","-",1317.8,1484.9,1452.4,"2022 Vicenza CH R16",21.2,1566.2
238,"Nikola Milojevic",27,1504.5,"1432.3","1438.3","1404.5",1468.4,1471.4,1454.5,"2021 Zagreb CH R16",25.9,1628.5
239,"Luciano Darderi",20.3,1503.5,"1201.5","1463.0","-",1352.5,1483.3,1451.7,"2022 Perugia CH QF",20.3,1513.8
240,"Aleksandar Kovacevic",23.8,1502.9,"1422.2","1291.3","-",1462.5,1397.1,1451.4,"2021 Las Vegas CH QF",23.2,1570.1
241,"Daniel Masur",27.6,1502.7,"1435.5","1359.2","1417.5",1469.1,1431,1460.1,"2021 Lugano CH R16",26.4,1598.7
242,"Zdenek Kolar",25.7,1501.7,"1357.8","1461.4","1369.6",1429.8,1481.6,1435.7,"2021 Szczecin CH F",24.9,1597.1
243,"Jesper De Jong",22,1498.7,"1409.7","1470.7","1347.5",1454.2,1484.7,1423.1,"2022 Traralgon CH QF",21.6,1671.2
244,"Andrea Collarini",30.4,1498.5,"1177.4","1461.2","1319.6",1337.9,1479.9,1409.1,"2019 Buenos Aires CH R16",27.6,1557.7
245,"Matteo Gigante",20.4,1497.7,"1189.0","1487.5","-",1343.3,1492.6,1448.8,"2022 Forli 6 CH QF",20.4,1562.2
246,"Evgeny Donskoy",32.1,1496.1,"1464.9","1369.0","1428.6",1480.5,1432.5,1462.4,"2015 Pune CH SF",25.5,1721.4
247,"Thai Son Kwiatkowski",26.8,1493.9,"1427.9","1437.4","1224.2",1460.9,1465.6,1359,"2020 Indian Wells CH R64",25,1634.4
248,"Kacper Zuk",23.3,1492,"1512.1","1377.1","1449.3",1502,1434.5,1470.6,"2021 Prague 1 CH R32",22.3,1746.8
249,"Mirza Basic",30.9,1488.4,"1413.6","1415.1","1267.9",1451,1451.7,1378.1,"2018 Sofia F",26.6,1710.6
250,"Genaro Alberto Olivieri",23.9,1488.1,"1385.0","1446.2","-",1436.5,1467.1,1444,"2021 Prague 3 CH QF",23.1,1524.2
251,"Francesco Passaro",21.4,1487.1,"-","1447.4","-",1353.6,1467.3,1443.6,"2022 Perugia CH R32",21.4,1514.6
252,"Sumit Nagal",24.8,1482.5,"1378.0","1411.6","1346.9",1430.3,1447.1,1414.7,"2019 Campinas CH QF",22.1,1717.1
253,"Andrea Arnaboldi",34.5,1482.2,"1351.5","1433.2","1501.6",1416.9,1457.7,1491.9,"2015 Cortina CH QF",27.6,1593.7
254,"Prajnesh Gunneswaran",32.4,1480.4,"1460.8","1258.8","1279.2",1470.6,1369.6,1379.8,"2019 Anning CH SF",29.4,1728.3
255,"Benjamin Hassan",27.3,1479.8,"1311.8","1446.7","-",1395.8,1463.3,1439.9,"2019 Prostejov CH R16",24.3,1631.1
256,"Michael Vrbensky",22,1479.7,"1363.8","1416.0","-",1421.8,1447.8,1439.8,"2021 Amersfoort CH R32",21.5,1577.7
257,"Leandro Riedi",20.3,1479.7,"1497.6","1268.0","-",1488.6,1373.8,1439.8,"2022 Lugano CH SF",20.1,1580.6
258,"Cem Ilkel",26.8,1479.6,"1460.7","1328.3","1258.1",1470.1,1404,1368.9,"2021 Bergamo CH SF",26.2,1604.7
259,"Tobias Kamke",35.8,1479.3,"1431.0","1363.1","1429.2",1455.2,1421.2,1454.2,"2012 Australian Open R128",25.7,1755
260,"Michael Geerts",27.4,1478.9,"1360.9","1386.4","-",1419.9,1432.6,1439.4,"2021 Manacor CH QF",26.6,1523.8
261,"Thiago Agustin Tirante",21.1,1475.7,"1341.7","1445.5","-",1408.7,1460.6,1437.9,"2021 Ambato CH F",20.4,1663.2
262,"Lukas Lacko",34.6,1474.9,"1441.7","1210.6","1484.3",1458.3,1342.7,1479.6,"2012 Dallas2 CH R16",24.3,1793.1
263,"Ben Shelton",19.7,1472.4,"1434.6","-","-",1453.5,1346.2,1436.2,"2022 Little Rock CH QF",19.6,1564.1
264,"Duje Ajdukovic",21.3,1468.8,"1272.0","1434.9","1360.5",1370.4,1451.9,1414.6,"2021 Antalya 1 CH R16",20,1596.8
265,"Darian King",29.7,1467.8,"1451.4","1298.1","1369.6",1459.6,1383,1418.7,"2017 Davis Cup G2 R2",24.9,1703.5
266,"Dmitry Popko",25.6,1467.8,"1414.5","1426.7","1287.8",1441.2,1447.3,1377.8,"2020 Bangkok CH QF",23.2,1617.6
267,"Ruben Bemelmans",34.3,1467.7,"1405.2","1366.7","1532.6",1436.4,1417.2,1500.2,"2012 Orleans CH SF",24.7,1707.9
268,"Ramkumar Ramanathan",27.6,1467.1,"1411.9","1337.6","1473.9",1439.5,1402.4,1470.5,"2018 Nanchang CH R16",23.4,1605.9
269,"Eduard Esteve Lobato",27.7,1467,"-","1437.0","-",1343.5,1452,1433.5,"2022 Zadar CH R16",27.5,1530.5
270,"Guido Andreozzi",30.9,1465.2,"1395.9","1461.6","1231.6",1430.5,1463.4,1348.4,"2018 Roland Garros Qual",26.8,1734
271,"Juan Pablo Ficovich",25.4,1465.1,"1249.4","1489.3","1373.7",1357.2,1477.2,1419.4,"2020 Alicante CH R16",23.7,1582.3
272,"Jelle Sels",26.8,1464.8,"1406.5","1358.4","1357.1",1435.6,1411.6,1410.9,"2019 Sibiu CH QF",24.1,1511.7
273,"Renzo Olivo",30.2,1464.5,"1304.1","1428.4","1253.3",1384.3,1446.4,1358.9,"2015 Buenos Aires R32",22.9,1651.7
274,"Kyrian Jacquet",21.1,1463.2,"1304.5","1433.1","-",1383.9,1448.2,1431.6,"2021 Tampere CH QF",20.2,1601.1
275,"Timofey Skatov",21.4,1463.2,"1480.5","1367.2","-",1471.8,1415.2,1431.6,"2021 Trieste CH QF",20.5,1599.5
276,"Yasutaka Uchiyama",29.8,1462.9,"1387.4","1216.9","1382.5",1425.2,1339.9,1422.7,"2019 Playford CH SF",27.2,1723.9
277,"Blaz Rola",31.6,1461.9,"1415.0","1437.2","1397.5",1438.4,1449.5,1429.7,"2014 Panama City CH SF",23.4,1729.7
278,"Filip Horansky",29.4,1460.8,"1382.0","1443.3","1213.0",1421.4,1452.1,1336.9,"2021 Las Palmas 1 CH R16",28.1,1581.5
279,"Nicola Kuhn",22.2,1460.4,"1367.1","1441.2","1406.3",1413.7,1450.8,1433.3,"2017 Meerbusch CH QF",17.4,1600.8
280,"Facundo Mena",29.7,1459.4,"1228.4","1418.4","-",1343.9,1438.9,1429.7,"2019 Banja Luka CH R16",27,1603
281,"Mathias Bourgue",28.3,1458.6,"1475.5","1369.5","1367.2",1467,1414,1412.9,"2021 Biella 4 CH R16",27.2,1664.6
282,"Lukas Rosol",36.9,1458.4,"1465.9","1404.5","1474.4",1462.1,1431.5,1466.4,"2014 Winston-Salem F",29.1,1880.7
283,"Go Soeda",37.5,1454.6,"1394.7","1299.5","1493.8",1424.6,1377.1,1474.2,"2012 Kaohsiung CH F",27.6,1706.9
284,"Alexis Galarneau",23.2,1452.8,"1445.9","1306.6","-",1449.3,1379.7,1426.4,"2022 Francavilla Al Mare CH QF",23.2,1520.3
285,"Adrian Andreev",21.1,1451.9,"1412.1","1328.6","-",1432,1390.2,1425.9,"2021 Singapore R32",19.8,1509.6
286,"Jason Jung",33,1451.3,"1407.6","1297.4","1423.9",1429.5,1374.3,1437.6,"2018 Zhuhai CH QF",28.7,1652.2
287,"Andrej Martin",32.7,1449.9,"1272.7","1392.8","1171.7",1361.3,1421.4,1310.8,"2014 US Open Qual",24.9,1665.5
288,"Evgeny Karlovskiy",27.8,1447.3,"1369.9","1347.8","1375.6",1408.6,1397.5,1411.4,"2019 Eckental CH QF",25.2,1554.5
289,"Brayden Schnur",26.7,1445.6,"1379.3","1358.5","1435.8",1412.4,1402,1440.7,"2019 New York SF",23.6,1705.7
290,"Noah Rubin",26.2,1443.4,"1427.9","1385.6","1365.6",1435.7,1414.5,1404.5,"2018 Washington R32",22.4,1709.2
291,"Lorenzo Giustino",30.8,1443,"1326.6","1407.9","1229.2",1384.8,1425.5,1336.1,"2019 Blois CH QF",27.8,1628.8
292,"Raul Brancaccio",25,1442.8,"1282.3","1405.2","-",1362.5,1424,1421.4,"2021 Bari CH R16",24.6,1496.7
293,"Denis Istomin",35.7,1442.7,"1424.3","1395.0","1433.6",1433.5,1418.8,1438.1,"2012 Indian Wells R32",25.5,1849.3
294,"Nikolas Sanchez Izquierdo",23.2,1440.2,"1162.3","1393.5","-",1301.2,1416.9,1420.1,"2022 Blois CH R16",23.2,1472.9
295,"Vitaliy Sachko",24.9,1437.8,"1419.7","1375.5","-",1428.7,1406.7,1418.9,"2021 Trieste CH R16",24,1613.7
296,"Altug Celikbilek",25.8,1437.8,"1396.4","1292.3","1468.5",1417.1,1365.1,1453.2,"2021 Segovia CH R16",24.9,1696.5
297,"Marc Polmans",24.8,1436.6,"1339.4","1374.1","1433.3",1388,1405.3,1434.9,"2020 Cologne 1 Qual",23.4,1602.5
298,"Facundo Diaz Acosta",21.5,1430.8,"1064.9","1415.2","-",1247.8,1423,1415.4,"2022 Prostejov CH R32",21.4,1508.1
299,"Nicolas Kicker",29.8,1428.5,"1372.9","1404.3","1297.8",1400.7,1416.4,1363.1,"2018 Madrid Qual",25.7,1689.8
300,"Tatsuma Ito",33.5,1427.3,"1388.7","1172.6","1411.8",1408,1300,1419.5,"2012 Dusseldorf RR",24,1729
301,"Nerman Fatic",27.6,1425.8,"1319.8","1384.6","1500.0",1372.8,1405.2,1462.9,"2021 Perugia CH R16",26.7,1573.7
302,"Henri Squire",21.7,1424,"1273.6","1374.1","1358.0",1348.8,1399.1,1391,"2022 Troisdorf CH QF",21.7,1464.1
303,"Donald Young",32.8,1423.9,"1372.5","1379.8","1454.0",1398.2,1401.8,1438.9,"2017 Miami R32",27.7,1837
304,"Miljan Zekic",33.8,1420.8,"1278.6","1367.1","1426.4",1349.7,1393.9,1423.6,"2016 Banja Luka CH SF",28.2,1606.9
305,"Ulises Blanch",24.2,1420.6,"1395.3","1267.7","1380.3",1407.9,1344.2,1400.4,"2020 Roland Garros Qual",22.5,1590.8
306,"Peter Polansky",33.4,1419.6,"1377.2","1267.7","1354.3",1398.4,1343.7,1386.9,"2009 Cali CH R32",21.2,1643.8
307,"Juan Bautista Torres",20.2,1418.2,"-","1396.3","-",1319.1,1407.2,1409.1,"2022 Lyon CH R32",20.2,1432
308,"Matija Pecotic",32.9,1417.4,"1358.6","1373.5","1372.3",1388,1395.5,1394.9,"2016 Gatineau CH QF",27.1,1602.8
309,"Lucas Miedler",25.9,1415.7,"1385.0","1330.7","1339.0",1400.4,1373.2,1377.3,"2019 Roland Garros Qual",22.9,1499.7
310,"Julian Lenz",29.3,1415.3,"1348.8","1326.2","1398.4",1382,1370.8,1406.9,"2019 Augsburg CH QF",26.5,1557.7
311,"Alexandar Lazarov",24.5,1415.3,"1361.9","1295.2","-",1388.6,1355.2,1407.6,"2021 Antalya 4 CH R16",24.1,1421.5
312,"Stefano Napolitano",27.1,1415.2,"1344.7","1391.4","1420.1",1379.9,1403.3,1417.6,"2016 Ortisei CH F",21.6,1617.3
313,"Adrian Menendez Maceiras",36.6,1414.9,"1368.2","1363.2","1339.5",1391.5,1389.1,1377.2,"2015 Leon CH SF",29.4,1615.3
314,"Teymuraz Gabashvili",36.5,1412.9,"1427.5","1333.8","1420.7",1420.2,1373.3,1416.8,"2009 Casablanca R16",23.9,1794
315,"Federico Gaio",30.3,1411.4,"1360.4","1401.0","1331.7",1385.9,1406.2,1371.5,"2019 San Benedetto CH QF",27.4,1603.5
316,"Kimmer Coppejans",28.3,1410.4,"1413.1","1341.8","1169.0",1411.7,1376.1,1289.7,"2015 Turin CH SF",21.2,1686.6
317,"Nicolas Moreno De Alboran",24.9,1410.2,"1469.7","1246.2","-",1439.9,1328.2,1405.1,"2022 Salinas CH SF",24.7,1536.1
318,"Govind Nanda",21.2,1408.7,"1329.8","1276.1","-",1369.2,1342.4,1404.3,"2022 Savannah CH R32",21.2,1429.6
319,"Arthur Fils",18,1407.8,"1379.7","1308.3","-",1393.8,1358.1,1403.9,"2022 Lille CH R16",17.8,1488.8
320,"Matheus Pucinelli De Almeida",21.2,1407.3,"-","1371.2","-",1313.6,1389.3,1403.6,"2022 Concepcion CH R16",20.9,1632.5
321,"Gonzalo Lama",29.1,1406.5,"1147.1","1373.9","-",1276.8,1390.2,1403.2,"2016 Sao Paulo CH F",23,1595.1
322,"Nicolas Alvarez Varona",21,1404.9,"1256.3","1334.1","-",1330.6,1369.5,1402.5,"2021 Rio De Janeiro CH SF",20.6,1479.5
323,"Luca Van Assche",18.1,1404.9,"1289.0","1314.6","-",1346.9,1359.7,1402.4,"2021 Brest CH R16",17.5,1456.6
324,"Thiago Seyboth Wild",22.2,1404.2,"1337.4","1358.4","1348.9",1370.8,1381.3,1376.5,"2020 Aix En Provence CH SF",20.5,1729.7
325,"Oleksii Krutykh",22.2,1403.9,"1369.8","1342.7","-",1386.8,1373.3,1401.9,"2021 Kyiv CH R16",21.5,1471.2
326,"Tristan Lamasine",29.2,1403.8,"1395.5","1316.2","1475.8",1399.7,1360,1439.8,"2015 Alphen CH QF",22.5,1624.6
327,"Calvin Hemery",27.3,1403.7,"1344.9","1403.5","1352.1",1374.3,1403.6,1377.9,"2015 Padova CH QF",20.4,1643.2
328,"Filip Cristian Jianu",20.7,1403.7,"1344.2","1339.0","1439.1",1373.9,1371.4,1421.4,"2019 Sibiu CH R32",18,1617.3
329,"Aidan Mchugh",21.9,1403.5,"1376.0","-","1252.1",1389.8,1311.8,1327.8,"2021 Knoxville CH R16",21.3,1465.2
330,"Arthur Cazaux",19.7,1403.5,"1297.1","1316.4","-",1350.3,1360,1401.8,"2022 Aguascalientes CH R16",19.7,1434.7
331,"Fabian Marozsan",22.7,1403.2,"1328.1","1310.0","-",1365.6,1356.6,1401.6,"2021 Bergamo CH QF",22.1,1505.6
332,"Roberto Marcora",32.2,1403.2,"1348.1","1360.2","1261.4",1375.6,1381.7,1332.3,"2020 Cherbourg CH SF",30.4,1634.7
333,"Antoine Hoang",26.5,1403.1,"1335.7","1345.3","1601.7",1369.4,1374.2,1502.4,"2019 Montpellier R32",23.3,1715.6
334,"Rinky Hijikata",21.3,1400.2,"1407.7","1146.9","1368.0",1403.9,1273.5,1384.1,"2022 Australian Open Qual",20.9,1538.9
335,"Mohamed Safwat",31.6,1399.9,"1332.0","1398.9","1414.9",1366,1399.4,1407.4,"2020 Bengaluru CH R32",29.4,1629.1
336,"Steven Diez",31.2,1399.6,"1359.2","1353.7","1285.6",1379.4,1376.6,1342.6,"2019 Ningbo CH SF",28.6,1602.1
337,"Hernan Casanova",28.3,1399.6,"1176.5","1364.5","-",1288.1,1382,1399.8,"2022 Tigre CH R16",27.9,1438.5
338,"Elliot Benchetrit",23.7,1398.3,"1377.7","1332.6","-",1388,1365.5,1399.2,"2019 Lyon  CH R64",20.7,1598.4
339,"Harold Mayot",20.3,1396,"1364.0","1239.3","-",1380,1317.7,1398,"2020 Aix En Provence CH R32",18.6,1567.3
340,"Joao Menezes",25.4,1395.4,"1365.8","1330.6","1339.0",1380.6,1363,1367.2,"2019 US Open Qual",22.7,1636.8
341,"Alex Rybakov",25.4,1394,"1212.5","1331.9","1440.9",1303.2,1363,1417.5,"2022 Blois CH R32",25.4,1406.9
342,"Alexis Gautier",25,1390.7,"-","1358.2","-",1305.4,1374.5,1395.4,"2021 Santiago 1 CH R32",24.5,1508.4
343,"Daniel Dutra Da Silva",33.9,1390.6,"1124.6","1372.3","-",1257.6,1381.5,1395.3,"2008 Seville CH R32",20.2,1482.5
344,"Antoine Bellier",25.6,1389,"1254.4","1370.9","1381.3",1321.7,1380,1385.1,"2022 San Luis Potosi CH F",25.5,1506.8
345,"Pol Martin Tiffon",22.8,1385.8,"-","1359.5","-",1302.9,1372.6,1392.9,"2021 Quito CH QF",22.1,1486.3
346,"Pedro Boscardin Dias",19.3,1382.8,"1137.1","1393.7","-",1259.9,1388.2,1391.4,"2022 Coquimbo CH SF",19.3,1414.2
347,"Danilo Petrovic",29.8,1381.6,"1321.4","1379.2","1250.1",1351.5,1380.4,1315.9,"2020 Rennes CH QF",28,1592.2
348,"Alastair Gray",24,1381.3,"1385.6","-","1316.5",1383.5,1300.7,1348.9,"2022 Surbiton CH R32",23.9,1438
349,"Pedro Sakamoto",28.6,1380.4,"1268.1","1344.1","-",1324.2,1362.3,1390.2,"2019 Rome CH R64",25.9,1478.7
350,"Hiroki Moriya",31.6,1378.1,"1312.7","1154.2","1344.9",1345.4,1266.2,1361.5,"2012 Brisbane Qual",22.2,1568.9
351,"Matteo Viola",34.9,1377.8,"1352.0","1248.9","1360.3",1364.9,1313.3,1369.1,"2012 Doha Qual",25.5,1645.2
352,"Mikael Torpegaard",28,1375.7,"1386.0","1224.6","1355.3",1380.9,1300.2,1365.5,"2016 Las Vegas CH R16",22.4,1765.6
353,"Ergi Kirkin",23.4,1375.7,"1290.0","1320.4","1372.7",1332.8,1348,1374.2,"2022 Shymkent 1 CH QF",23.3,1491.3
354,"Gabriel Decamps",22.9,1374.4,"1373.1","1191.4","-",1373.7,1282.9,1387.2,"2022 Lyon CH R32",22.8,1439.6
355,"Sebastian Fanselow",30.4,1374,"1258.4","1409.0","-",1316.2,1391.5,1387,"2019 Burnie CH R16",27,1565.6
356,"Daniel Michalski",22.4,1373.6,"1498.9","1328.1","1500.0",1436.2,1350.8,1436.8,"2018 Sopot CH R32",18.5,1576.1
357,"Francesco Maestrelli",19.4,1372.4,"1111.2","1379.3","-",1241.8,1375.8,1386.2,"2022 Vicenza CH R32",19.4,1404.1
358,"Roberto Quiroz",30.3,1369.5,"1351.4","1290.3","1395.5",1360.5,1329.9,1382.5,"2021 Delray Beach R16",28.9,1544.4
359,"Malek Jaziri",38.4,1366.6,"1366.7","1350.0","1344.8",1366.6,1358.3,1355.7,"2017 Miami R64",33.2,1794.2
360,"Evgenii Tiurnev",25.1,1366.6,"1340.9","1260.7","-",1353.8,1313.7,1383.3,"2022 Forli 2 CH R32",24.8,1465.9
361,"Javier Barranco Cosano",23.5,1365.8,"1154.9","1317.5","-",1260.4,1341.7,1382.9,"2021 Antalya 4 CH R32",23.1,1458.3
362,"Yunseong Chung",24.1,1362.3,"1319.2","1332.3","1329.7",1340.8,1347.3,1346,"2019 Gwangju CH R32",21.1,1564.7
363,"Luca Potenza",21.9,1360.7,"1208.8","1347.6","-",1284.7,1354.2,1380.3,"2022 Forli 1 CH R16",21.4,1395.5
364,"Mats Rosenkranz",23.7,1359,"1354.5","1206.2","-",1356.7,1282.6,1379.5,"2022 Ostrava CH R16",23.7,1401.1
365,"Michail Pervolarakis",26,1357.5,"1288.3","1199.7","-",1322.9,1278.6,1378.7,"2020 Launceston CH R32",23.7,1488.6
366,"Nicholas David Ionel",19.7,1356.2,"1098.0","1345.8","-",1227.1,1351,1378.1,"2022 Parma CH R32",19.7,1368
367,"Zachary Svajda",19.5,1354.8,"1324.2","1418.3","1500.0",1339.5,1386.6,1427.4,"2019 Fairfield CH R64",16.9,1491
368,"Juncheng Shang",17.3,1353.7,"1283.0","1261.6","-",1318.4,1307.7,1376.9,"2022 Zagreb CH R32",17.3,1410.3
369,"Alexey Vatutin",29.6,1353.6,"1288.8","1322.6","1328.3",1321.2,1338.1,1341,"2018 Marrakech R16",25.4,1623.4
370,"Georgii Kravchenko",21.8,1353.6,"1270.3","1286.2","-",1311.9,1319.9,1376.8,"2021 Pau CH R32",21.3,1417.8
371,"Joao Domingues",28.7,1349.3,"1206.7","1328.6","1240.3",1278,1338.9,1294.8,"2019 Braga CH F",25.6,1647
372,"Roman Andres Burruchaga",20.4,1348.7,"1341.8","1254.1","-",1345.2,1301.4,1374.4,"2022 Corrientes CH QF",20.4,1378.4
373,"Giovanni Fonio",24,1346.3,"1227.3","1319.1","-",1286.8,1332.7,1373.1,"2021 Antalya 4 CH QF",23.6,1387.5
374,"Viktor Durasovic",25.2,1346.1,"1348.2","1157.7","1404.5",1347.1,1251.9,1375.3,"2014 Davis Cup G2 R1",16.9,1465.5
375,"Dragos Nicolae Madaras",24.7,1343.2,"1260.8","1306.9","1339.0",1302,1325.1,1341.1,"2022 Shymkent 1 CH R16",24.7,1444.1
376,"Aziz Dougaz",25,1342.8,"1320.7","1306.2","1500.0",1331.8,1324.5,1421.4,"2020 Calgary CH R32",22.9,1551.7
377,"Jc Aragone",26.8,1342,"1326.9","1032.5","1385.2",1334.4,1187.2,1363.6,"2018 Chicago CH R16",23.2,1567.3
378,"Aldin Setkic",34.4,1341.5,"1306.8","1241.4","1183.0",1324.1,1291.4,1262.3,"2010 Napoli2 CH R32",22.8,1598.7
379,"Gonzalo Villanueva",27.4,1341.4,"1120.5","1355.2","-",1231,1348.3,1370.7,"2022 Salvador De Bahia CH QF",27.3,1440.4
380,"Maxime Janvier",25.6,1341,"1318.6","1297.9","1341.9",1329.8,1319.5,1341.4,"2019 Vancouver  CH QF",22.8,1582.4
